1	0.16474172472953796
2	0.18093103170394897
3	0.07113302995761235
4	0.1506163254380226
5	0.09562792132298152
6	0.0714956596493721
7	0.06360887736082077
8	0.0489679661889871
9	0.11552044873436292
10	0.053159097830454506
11	0.045322876423597336
12	0.05500308548410734
13	0.06608601659536362
14	0.057114423563083015
15	0.05235822374622027
16	0.09480737025539081
17	0.05426454916596413
18	0.046825144439935684
19	0.07123574862877528
20	0.05611081297198931
21	0.050529575596253075
22	0.05727864553531011
23	0.04275568947196007
24	0.038385096937417984
25	0.03927487631638845
26	0.04089220861593882
27	0.04682420069972674
28	0.039267937342325844
29	0.05192351962129275
30	0.053536915530761085
31	0.043280817568302155
32	0.03417319183548292
33	0.045758684476216636
34	0.043706259379784264
35	0.04723339652021726
36	0.0468399083862702
37	0.04206362118323644
38	0.04399047543605169
39	0.05693792675932249
40	0.03287320087353388
41	0.04991972570617994
42	0.03328811625639597
43	0.03458285455902418
44	0.038730692118406296
45	0.056568543116251625
46	0.07092861334482829
47	0.036397156616051994
48	0.043026319394508995
49	0.04976958781480789
50	0.035108337799708046
